note_id,client_id,tags,products_mentioned,brands_mentioned,locations,events,professions,budget_range,budget_min,budget_max,budget_confidence,budget_amount,client_status,allergies,allergy_severity,dietary,relationship_context,key_dates,occasions,urgency,event_date,days_until_event,urgency_level,products,entities,implicit_signals,risk_flags,processing_notes,profession,processing_tier,confidence,processing_time_ms,rgpd_flag,error,reasoning,model_name,cost,age,gender,tier,ID,from_cache,escalation_failed
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.3697147369384766,False,,,,0.0,,female,1,CA_174,False,
,,"['ready_to_wear', 'vegetarian', 'shopping_with_spouse', 'travel_luggage', 'gift_for_colleague', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Frankfurt', 'London']",['Book Expo'],[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['colleague'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],this_month,2024-04-01,30.0,,[],{},{},{},[],publisher,tier2,0.85,0.0,False,,VIP clients with a flexible budget and specific interests in literature and high-quality products. No allergies mentioned. Vegetarian diet specified. Urgency inferred from the need for spring collection and gifts for anniversaries.,mistral-medium-latest,0.0,,,2,CA_175,False,
,,"['shopping_with_spouse', 'pescatarian', 'travel_luggage', 'latex_allergy', 'leather_goods', 'travel_frequent']",['sacs voyage'],"['Hasselblad', 'Leica']","['New York', 'Milan', 'Tokyo']",[],[],5K-10K,5600.0,8400.0,explicit,,first_visit,['latex_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],photographe,tier2,0.85,0.0,False,,"Budget explicite, profession et lifestyle détaillés, allergie mentionnée avec sévérité, contexte relationnel clair",mistral-medium-latest,0.0,,,2,CA_176,False,'coroutine' object is not iterable
,,"['gift_for_child', 'ready_to_wear', 'shopping_with_spouse', 'travel_frequent', 'shoes']",[],[],['Silicon Valley'],[],[],20K-50K,23000.0,57500.0,inferred,,vip,[],low,['vegan'],"{'gift_for': ['child'], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"VIP clients with high combined budget and specific interests. Detailed professional and lifestyle information provided, but no specific products or events mentioned.",mistral-medium-latest,0.0,,,2,CA_177,False,
,,[],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.1997222900390625,False,,,,0.0,,female,1,CA_178,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.1451244354248047,False,,,,0.0,,female,1,CA_179,False,
,,"['vegetarian', 'shopping_with_spouse', 'jewelry', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['The Hague'],[],[],20K-50K,21000.0,50000.0,explicit,,vip,[],low,['vegetarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],legal_lawyer,tier2,0.95,0.0,False,,VIP clients with explicit budget and detailed professional background. Clear occasion and dietary preferences mentioned. No specific products or brands cited.,mistral-medium-latest,0.0,,,2,CA_180,False,
,,"['ready_to_wear', 'nut_allergy', 'pescatarian', 'shopping_with_spouse', 'travel_luggage', 'leather_goods', 'art_collector', 'travel_frequent']",['sac élégant travail'],[],"['Tokyo', 'Paris']",[],[],5K-10K,4800.0,7200.0,explicit,,first_visit,['nut_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,"Budget explicite, profession et contexte créatif bien définis, allergie sévère détectée, besoins spécifiques identifiés",mistral-medium-latest,0.0,,,2,CA_181,False,'coroutine' object is not iterable
,,"['gift_for_child', 'philanthropist', 'gift_for_grandchild', 'shopping_with_spouse', 'pescatarian', 'leather_goods', 'travel_frequent']",[],[],[],['company_IPO_gala'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'grandchild'], 'shopping_with': ['spouse']}",[],"['business_milestone', 'company_IPO']",this_month,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,VIP clients with a high budget and specific dietary restrictions. They are celebrating a significant business milestone and have a history of philanthropy and high-end purchases.,mistral-medium-latest,0.0,,,2,CA_182,False,
,,[],[],[],[],[],[],5K-10K,,,,7000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.1322498321533203,False,,,,0.0,,female,1,CA_183,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.6658306121826172,False,,,,0.0,,female,1,CA_184,False,
,,['leather_goods'],[],[],[],[],[],10K-20K,,,,9000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.3203620910644531,False,,,,0.0,,,1,CA_185,False,
,,"['travel_luggage', 'ready_to_wear', 'tech_engineer', 'vegetarian']",['sac voyage professionnel'],[],[],[],[],2K-5K,2000.0,5000.0,explicit,,first_visit,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],tech_engineer,tier2,0.85,0.0,False,,"Budget explicite, profession et régime alimentaire identifiés, pas de date ou d'urgence mentionnées",mistral-medium-latest,0.0,,,2,CA_186,False,
,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,'coroutine' object is not iterable,,,,,,3,CA_187,,
,,"['pescatarian', 'ready_to_wear', 'leather_goods', 'travel_frequent']",['borse nuove primavera'],[],[],[],[],5K-10K,5000.0,10000.0,explicit,,regular,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-07-01,153.0,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,Budget explicite + client régulier + contexte professionnel détaillé + date future identifiée,mistral-medium-latest,0.0,,,2,CA_188,False,
,,"['nickel_allergy', 'ready_to_wear', 'vegetarian', 'leather_goods', 'travel_frequent']",['bolsos elegantes'],[],"['Milán', 'París', 'Miami']",[],[],10K-20K,11000.0,22000.0,explicit,,first_visit,['nickel_allergy'],medium,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-07-01,,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,Presupuesto explícito + profesión clara + alergia detectada + estilo de vida detallado,mistral-medium-latest,0.0,,,2,CA_189,False,
,,"['vegetarian', 'shopping_with_spouse', 'gift_for_friend', 'gift_for_spouse', 'leather_goods', 'travel_frequent']",[],[],['USA'],['Implantologie Symposium'],[],20K-50K,18000.0,54000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['spouse', 'friend'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],medical_dentist,tier2,0.85,0.0,False,,VIP clients with specific professional background and preferences. Budget inferred from 'flexible' and VIP status. Detailed lifestyle and professional information provided.,mistral-medium-latest,0.0,,,2,CA_190,False,
,,"['latex_allergy', 'ready_to_wear', 'vegan']",['sac professionnel écologique'],[],[],[],[],5K-10K,5000.0,5500.0,explicit,,first_visit,['latex_allergy'],medium,['vegan'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-08-01,180.0,,[],{},{},{},[],responsable développement durable,tier2,0.85,0.0,False,,"Budget explicite, profil client détaillé, allergie mentionnée, régime alimentaire spécifié, pas d'urgence détectée",mistral-medium-latest,0.0,,,2,CA_191,False,
,,"['retirement_gift', 'philanthropist', 'shopping_with_spouse', 'pescatarian', 'gift_for_children', 'gift_for_grandchildren', 'art_collector', 'travel_frequent']",[],[],[],['retirement_party'],[],20K-50K,20000.0,60000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['children', 'grandchildren'], 'shopping_with': ['spouse']}",[],['retirement'],,,,,[],{},{},{},[],healthcare_executive,tier2,0.95,0.0,False,,"VIP clients with high budget flexibility, detailed professional backgrounds, specific dietary needs, and clear lifestyle interests. High confidence due to comprehensive context provided.",mistral-medium-latest,0.0,,,2,CA_192,False,
,,['belts'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.0747909545898438,False,,,,0.0,,female,1,CA_193,False,
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.1560916900634766,False,,,,0.0,,female,1,CA_194,False,
,,"['jewelry', 'leather_goods', 'shoes']",[],[],[],[],[],10K-20K,,,,9000.0,,['latex_allergy'],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.95,2.1791458129882812,False,,,,0.0,,,1,CA_195,False,
,,"['shopping_with_spouse', 'pescatarian', 'wine_enthusiast', 'leather_goods', 'travel_frequent']",['sac élégant travail'],[],[],[],[],5K-10K,5000.0,7200.0,explicit,,first_visit,['shellfish_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-09-01,,,[],{},{},{},[],sommelier,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie clairement mentionnées, contexte professionnel détaillé mais pas d'occasion spécifique",mistral-medium-latest,0.0,,,2,CA_196,False,'coroutine' object is not iterable
,,"['gift_for_child', 'philanthropist', 'vegetarian', 'gift_for_spouse', 'leather_goods', 'travel_frequent']",[],[],"['Geneva', 'Atlanta']","['private preview', 'charity event']",[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['spouse', 'child'], 'shopping_with': []}",[],['medical_milestones'],,2024-06-01,150.0,,[],{},{},{},[],medical_physician,tier2,0.95,0.0,False,,"VIP clients with detailed professional and personal information, combined budget inferred as flexible, multiple gift occasions, and specific dietary preferences. High confidence due to comprehensive context provided.",mistral-medium-latest,0.0,,,2,CA_197,False,
,,[],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.112222671508789,False,,,,0.0,,female,1,CA_198,False,
,,"['nickel_allergy', 'ready_to_wear', 'vegetarian', 'leather_goods', 'art_collector', 'travel_frequent']",['bolsos elegantes'],[],[],[],[],10K-20K,10000.0,20000.0,inferred,,first_visit,['nickel_allergy'],medium,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-09-01,,,[],{},{},{},[],marketing_director,tier2,0.85,0.0,False,,Client status inferred as first_visit due to 'nueva clienta potencial'. Budget inferred as flexible range based on '10K flexible'. Allergy severity set to medium due to 'importante' mention. Vegetarian diet explicitly stated. Event date set to September for follow-up.,mistral-medium-latest,0.0,,,2,CA_199,False,
,,"['gift_for_child', 'vegetarian', 'shopping_with_spouse', 'professor', 'wine_enthusiast', 'graduation_gift', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['Genf'],['Symposium Quantenphysik'],[],20K-50K,19000.0,57000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': ['spouse']}",[],['graduation'],,,,,[],{},{},{},[],professor,tier2,0.85,0.0,False,,"VIP clients with a flexible budget mentioned. Academic professions and interests are noted. Vegetarian diet is specified. No allergies mentioned. The occasion is graduation for their children. The event date is not specified, but an event in Genf is mentioned.",mistral-medium-latest,0.0,,,2,CA_200,False,
,,"['travel_luggage', 'leather_goods', 'vegetarian']",['sac professionnel discret luxe'],[],[],[],[],5K-10K,5000.0,10000.0,explicit,,first_visit,['pollen_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],legal_notary,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie clairement mentionnées, contexte familial et professionnel détaillé",mistral-medium-latest,0.0,,,2,CA_201,False,'coroutine' object is not iterable
,,"['ready_to_wear', 'shopping_with_spouse', 'pescatarian', 'jewelry', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['New York', 'London', 'Hong Kong', 'Singapore']",['charity_gala'],[],20K-50K,22000.0,66000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],['charity_gala'],,,,,[],{},{},{},[],,tier2,0.92,0.0,False,,VIP clients with extensive financial backgrounds and high combined budget. Detailed professions and lifestyle information provided. Specific dietary restrictions and travel habits mentioned. High confidence due to comprehensive context and clear VIP status.,mistral-medium-latest,0.0,,,2,CA_202,False,
,,[],[],[],[],[],[],5K-10K,,,,6000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.1415481567382812,False,,,,0.0,,female,1,CA_203,False,
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,0.9930133819580078,False,,,,0.0,,female,1,CA_204,False,
,,['leather_goods'],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.65,1.8541812896728516,False,,,,0.0,,,1,CA_205,False,
,,"['ready_to_wear', 'vegetarian', 'shopping_with_spouse', 'travel_luggage', 'pollen_allergy']",['sac voyage professionnel'],[],[],[],[],2K-5K,2000.0,5000.0,explicit,,first_visit,['pollen_allergy'],medium,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,"Budget explicite, profession et statut client inférés, allergie et régime détectés, contexte relationnel partiel",mistral-medium-latest,0.0,,,2,CA_206,False,
,,"['gift_for_child', 'vegetarian', 'shopping_with_spouse', 'gift_for_colleague', 'travel_frequent']",[],[],['Harvard Medical School'],"['Harvard Medical School symposium', 'medical school graduation ceremony']",[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['child', 'colleague'], 'shopping_with': ['spouse']}",[],['graduation'],,2024-07-01,,,[],{},{},{},[],medical_physician,tier2,0.85,0.0,False,,VIP clients with a combined budget of 21K which is very flexible. They are both in the medical field and have specific tastes and dietary preferences. They have multiple gift-giving opportunities and are planning a significant event.,mistral-medium-latest,0.0,,,2,CA_207,False,
,,"['pescatarian', 'jewelry', 'watches', 'leather_goods', 'travel_frequent']",['borse professionali'],[],[],[],[],10K-20K,8000.0,20000.0,explicit,,regular,['shellfish_allergy'],high,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],finance_banker,tier2,0.85,0.0,False,,Budget explicite + profession claire + allergie grave détectée + régime alimentaire + contexte familial et professionnel détaillé,mistral-medium-latest,0.0,,,2,CA_208,False,'coroutine' object is not iterable
,,['fragrance'],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.65,0.9143352508544922,False,,,,0.0,,female,1,CA_209,False,
,,"['vegan', 'gift_for_parent', 'tech_engineer', 'travel_frequent']",[],['Tesla'],['USA'],[],[],10K-20K,12800.0,24000.0,inferred,,regular,[],low,['vegan'],"{'gift_for': ['parent'], 'shopping_with': []}",[],['birthday'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,Budget inféré basé sur flexibilité et statut client. Professions et intérêts clairement mentionnés. Régime vegan et valeurs écologiques identifiées. Pas de date spécifique ni d'urgence mentionnée.,mistral-medium-latest,0.0,,,2,CA_210,False,
,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,'coroutine' object is not iterable,,,,,,3,CA_211,,
,,"['gift_for_child', 'vegan', 'gift_for_grandchild', 'art_collector', 'travel_frequent']",[],[],[],['retirement celebration'],[],50K+,50000.0,,inferred,,vip,[],low,['vegan'],"{'gift_for': ['child', 'grandchild'], 'shopping_with': []}",[],['wedding_anniversary'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,VIP clients with high inferred budget due to successful business exit. Multiple professions and lifestyle tags identified. No specific products or brands mentioned. Dietary preferences and gift contexts noted. Event details are somewhat vague but indicate a significant celebration.,mistral-medium-latest,0.0,,,2,CA_212,False,
,,[],[],[],[],[],[],5K-10K,,,,7000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.9953975677490234,False,,,,0.0,,female,1,CA_213,False,
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,0.9052753448486328,False,,,,0.0,,female,1,CA_214,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.055002212524414,False,,,,0.0,,,1,CA_215,False,
,,"['vegetarian', 'shopping_with_spouse', 'tech_engineer', 'travel_luggage', 'leather_goods']",['sac voyage professionnel sécurisé'],[],[],[],[],5K-10K,4000.0,6000.0,explicit,,first_visit,['nickel_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],tech_engineer,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie détectées, contexte tech sécurité unique",mistral-medium-latest,0.0,,,2,CA_216,False,'coroutine' object is not iterable
,,"['nickel_allergy', 'philanthropist', 'shopping_with_spouse', 'pescatarian', 'gift_for_spouse', 'leather_goods', 'travel_frequent']",[],[],[],['fundraising galas'],[],20K-50K,19000.0,38000.0,inferred,,vip,['nickel_allergy'],high,['pescatarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],,tier2,0.92,0.0,False,,"VIP clients with specific professions and detailed lifestyle information. Budget inferred from 'combined budget 19K flexible' and VIP status. High severity nickel allergy noted. Multiple occasions and contexts mentioned, including philanthropic activities.",mistral-medium-latest,0.0,,,2,CA_217,False,'coroutine' object is not iterable
,,[],[],[],[],[],[],5K-10K,,,,6000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.722574234008789,False,,,,0.0,,female,1,CA_218,False,
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,2.080678939819336,False,,,,0.0,,female,1,CA_219,False,
,,"['vegetarian', 'gift_for_friend', 'gift_for_family', 'travel_frequent']",[],[],[],[],[],20K-50K,18000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['family', 'friend'], 'shopping_with': []}",[],['birthday'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"VIP clients with high budget flexibility, multiple gifts for family and friends, specific professions, and dietary preferences mentioned. No specific products or brands mentioned, but clear context for high-value purchases.",mistral-medium-latest,0.0,,,2,CA_220,False,
,,"['vegetarian', 'leather_goods', 'art_collector', 'travel_frequent']",['sac élégant'],[],[],[],[],5K-10K,5000.0,10000.0,explicit,,first_visit,['moisissures_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],conservatrice,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie détectées, contexte culturel riche mais pas d'urgence ni d'occasion spécifique",mistral-medium-latest,0.0,,,2,CA_221,False,'coroutine' object is not iterable
,,"['gift_for_child', 'pescatarian', 'gift_for_colleague', 'art_collector', 'travel_frequent']",[],[],[],['retirement celebration'],[],20K-50K,20000.0,60000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'colleague'], 'shopping_with': []}",[],['retirement'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"VIP clients with high budget flexibility and clear lifestyle preferences. No specific products or dates mentioned, but clear context for retirement celebration and gifting opportunities.",mistral-medium-latest,0.0,,,2,CA_222,False,
,,[],[],[],[],[],[],5K-10K,,,,7000.0,,['nickel_allergy'],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.1665821075439453,False,,,,0.0,,female,1,CA_223,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.1639595031738281,False,,,,0.0,,female,1,CA_224,False,
,,"['fragrance', 'pescatarian', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],"['Dubai', 'Miami']",[],[],10K-20K,8000.0,20000.0,inferred,,regular,['fragrance_sensitivity'],medium,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],medical_physician,tier2,0.85,0.0,False,,Client status and profession explicitly mentioned. Budget inferred from context. Allergy severity set to medium as no specific severity mentioned. Locations and dietary preferences extracted from context.,mistral-medium-latest,0.0,,,2,CA_225,False,
,,"['ready_to_wear', 'vegetarian', 'tech_engineer', 'leather_goods', 'travel_frequent']",['sac travail'],[],[],[],[],5K-10K,4400.0,6600.0,explicit,,first_visit,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2026-03-01,30.0,,[],{},{},{},[],tech_engineer,tier2,0.85,0.0,False,,"Budget explicite avec marge d'incertitude, profession et régime alimentaire identifiés, pas d'urgence détectée, date de rappel approximative",mistral-medium-latest,0.0,,,2,CA_226,False,
,,"['gift_for_child', 'ready_to_wear', 'gift_for_grandchild', 'small_leather', 'pescatarian', 'gift_for_friend', 'jewelry', 'gift_for_colleague', 'leather_goods', 'travel_frequent', 'shoes']",[],[],[],"['Olympics', 'World Cups', 'major tournaments']",[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'grandchild', 'colleague', 'friend'], 'shopping_with': []}",[],"['celebration', 'milestone']",,2024-09-01,245.0,,[],{},{},{},[],"medical_surgeon, medical_physician",tier2,0.95,0.0,False,,VIP clients with specific professions and detailed lifestyle information. Combined budget inferred as flexible range. Multiple gift occasions and dietary preferences mentioned. Specific follow-up date allows for days_until_event calculation.,mistral-medium-latest,0.0,,,2,CA_227,False,
,,[],[],[],[],[],[],5K-10K,,,,6000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.9123554229736328,False,,,,0.0,,female,1,CA_228,False,
,,"['ready_to_wear', 'leather_goods', 'vegetarian']",['bolsos profesionales elegantes'],[],[],[],[],10K-20K,11000.0,22000.0,explicit,,first_visit,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-03-01,,,[],{},{},{},[],legal_lawyer,tier2,0.85,0.0,False,,"Client status inferred as first_visit due to 'nueva clienta potencial'. Budget range inferred from explicit mention of 11K flexible. Profession inferred as legal_lawyer from 'jueza tribunal superior justicia'. Dietary preference explicitly mentioned as vegetarian. No allergies mentioned. No specific products or brands mentioned, only general description of professional elegant bags.",mistral-medium-latest,0.0,,,2,CA_229,False,
,,"['gift_for_child', 'leather_goods', 'vegetarian', 'graduation_gift']",[],[],['Stockholm'],['Nobel Symposium'],[],20K-50K,17000.0,51000.0,inferred,,regular,[],low,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': []}",[],['graduation'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,"Budget inferred from flexible range and VIC status, professions identified, dietary preferences noted, no allergies mentioned, event and location extracted from context.",mistral-medium-latest,0.0,,,2,CA_230,False,
,,"['latex_allergy', 'ready_to_wear', 'leather_goods', 'vegetarian']",['sac professionnel moderne'],[],[],[],[],5K-10K,5000.0,7000.0,explicit,,first_visit,['latex_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],communication_corporate,tier2,0.85,0.0,False,,"Budget explicite, profession identifiée, allergie détectée avec sévérité, régime alimentaire mentionné, contexte professionnel détaillé",mistral-medium-latest,0.0,,,2,CA_231,False,'coroutine' object is not iterable
,,"['gift_for_child', 'retirement_gift', 'shopping_with_spouse', 'pescatarian', 'gift_for_friend', 'travel_luggage', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],['retirement celebration'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['spouse', 'child', 'friend'], 'shopping_with': ['spouse']}",[],"['retirement', 'wedding_anniversary']",,,,,[],{},{},{},[],retired_ceo,tier2,0.95,0.0,False,,VIP clients with significant wealth and a combined budget of 30K which is extremely flexible. They have a history of major purchases and a deep appreciation for heritage and quality. The context includes multiple gift-giving opportunities and a major retirement celebration event.,mistral-medium-latest,0.0,,,2,CA_232,False,
,,[],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.1279582977294922,False,,,,0.0,,female,1,CA_233,False,
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.1715888977050781,False,,,,0.0,,female,1,CA_234,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.2066364288330078,False,,,,0.0,,,1,CA_235,False,
,,"['travel_luggage', 'shopping_with_spouse', 'tech_engineer', 'vegetarian']",['sac voyage professionnel'],[],[],[],[],5K-10K,5000.0,7000.0,explicit,,first_visit,['dust_mite_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-05-01,,,[],{},{},{},[],tech_engineer,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie détectées, contexte client détaillé mais pas d'urgence ou d'occasion spécifique",mistral-medium-latest,0.0,,,2,CA_236,False,'coroutine' object is not iterable
,,"['philanthropist', 'shopping_with_spouse', 'pescatarian', 'gift_for_children', 'gift_for_spouse', 'gift_for_grandchildren', 'leather_goods', 'travel_frequent']",[],[],[],"['private preview', 'galas']",[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['spouse', 'children', 'grandchildren'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,2024-10-01,275.0,,[],{},{},{},[],,tier2,0.95,0.0,False,,"VIP clients with specific professions, clear occasion, inferred budget range, and future event date mentioned.",mistral-medium-latest,0.0,,,2,CA_237,False,
,,"['vegetarian', 'leather_goods', 'art_collector', 'travel_frequent']",['borse eleganti'],[],[],['opening night'],[],10K-20K,8000.0,12000.0,explicit,,regular,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],theater_director,tier2,0.85,0.0,False,,"Budget explicite, client régulier, pas de date précise, pas d'urgence, pas de cadeau spécifique",mistral-medium-latest,0.0,,,2,CA_238,False,
,,"['ready_to_wear', 'vegetarian', 'travel_luggage', 'leather_goods', 'travel_frequent']","['bolsos profesionales', 'travel_luggage']",[],"['Londres', 'Nueva York', 'Dubái']",[],[],10K-20K,12000.0,18000.0,explicit,,potential_vip,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-05-01,90.0,,[],{},{},{},[],consultant_strategy,tier2,0.85,0.0,False,,"Cliente potencial VIC con presupuesto explícito y detalles profesionales claros. Información completa sobre estilo de vida y preferencias, pero sin eventos específicos o regalos mencionados.",mistral-medium-latest,0.0,,,2,CA_239,False,
